Province,District,Polling Division,Name,Votes,Percent
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,PADIRUPPU,Ukkubanda Wijekoon,55,0.12%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,PADIRUPPU,Wije Dias,54,0.12%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,PADIRUPPU,Battaramulle Seelarathana Thero,36,0.08%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,PADIRUPPU,Aruna de Zoysa,36,0.08%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,PADIRUPPU,Upali Sarath Kongahage,35,0.08%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,PADIRUPPU,Muthu Bandara Theminimulla,30,0.07%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,PADIRUPPU,Idroos Mohomad Ilyas,26,0.06%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,PADIRUPPU,Valid Votes,"45,904",97.53%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,PADIRUPPU,Rejected Votes,"1,161",2.47%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,PADIRUPPU,Total Polled,"47,065",58.13%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,PADIRUPPU,Regis.Electors,"80,972",
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,POSTAL VOTES - BATTICALOA DICTRICT,Sarath Fonseka,"3,637",69.69%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,POSTAL VOTES - BATTICALOA DICTRICT,Mahinda Rajapaksha,"1,491",28.57%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,POSTAL VOTES - BATTICALOA DICTRICT,M.K. Sivajilingam,49,0.94%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,POSTAL VOTES - BATTICALOA DICTRICT,Vickramabahu Karunaratna,15,0.29%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,POSTAL VOTES - BATTICALOA DICTRICT,Mohomad Cassim Mohomad Ismail,8,0.15%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,POSTAL VOTES - BATTICALOA DICTRICT,Channa Janaka Sugathsiri Gamage,4,0.08%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,POSTAL VOTES - BATTICALOA DICTRICT,Mohamed Musthaffa,4,0.08%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,POSTAL VOTES - BATTICALOA DICTRICT,Lal Perera,3,0.06%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,POSTAL VOTES - BATTICALOA DICTRICT,Sirithunga Jayasuriya,2,0.04%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,POSTAL VOTES - BATTICALOA DICTRICT,W.V. Mahiman Ranjith,2,0.04%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,POSTAL VOTES - BATTICALOA DICTRICT,Aruna de Zoysa,1,0.02%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,POSTAL VOTES - BATTICALOA DICTRICT,Sarath Manamendra,1,0.02%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,POSTAL VOTES - BATTICALOA DICTRICT,Senaratna de Silva,1,0.02%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,POSTAL VOTES - BATTICALOA DICTRICT,Achala Ashoka Suraweera,1,0.02%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,POSTAL VOTES - BATTICALOA DICTRICT,Upali Sarath Kongahage,,0.00%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,POSTAL VOTES - BATTICALOA DICTRICT,Sanath Pinnaduwa,,0.00%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,POSTAL VOTES - BATTICALOA DICTRICT,Wije Dias,,0.00%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,POSTAL VOTES - BATTICALOA DICTRICT,Panagoda Don Prince Soloman Anura Liyanage,,0.00%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,POSTAL VOTES - BATTICALOA DICTRICT,Ukkubanda Wijekoon,,0.00%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,POSTAL VOTES - BATTICALOA DICTRICT,Muthu Bandara Theminimulla,,0.00%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,POSTAL VOTES - BATTICALOA DICTRICT,Battaramulle Seelarathana Thero,,0.00%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,POSTAL VOTES - BATTICALOA DICTRICT,Idroos Mohomad Ilyas,,0.00%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,POSTAL VOTES - BATTICALOA DICTRICT,Valid Votes,"5,219",98.73%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,POSTAL VOTES - BATTICALOA DICTRICT,Rejected Votes,67,1.27%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,POSTAL VOTES - BATTICALOA DICTRICT,Total Polled,"5,286",98.90%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,POSTAL VOTES - BATTICALOA DICTRICT,Regis.Electors,"5,345",
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,DISPLACE VOTES - BATTICALOA,Sarath Fonseka,61,96.83%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,DISPLACE VOTES - BATTICALOA,Mahinda Rajapaksha,2,3.17%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,DISPLACE VOTES - BATTICALOA,Vickramabahu Karunaratna,,0.00%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,DISPLACE VOTES - BATTICALOA,Upali Sarath Kongahage,,0.00%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,DISPLACE VOTES - BATTICALOA,Channa Janaka Sugathsiri Gamage,,0.00%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,DISPLACE VOTES - BATTICALOA,Sirithunga Jayasuriya,,0.00%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,DISPLACE VOTES - BATTICALOA,Wije Dias,,0.00%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,DISPLACE VOTES - BATTICALOA,Muthu Bandara Theminimulla,,0.00%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,DISPLACE VOTES - BATTICALOA,Senaratna de Silva,,0.00%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,DISPLACE VOTES - BATTICALOA,Aruna de Zoysa,,0.00%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,DISPLACE VOTES - BATTICALOA,Sanath Pinnaduwa,,0.00%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,DISPLACE VOTES - BATTICALOA,Lal Perera,,0.00%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,DISPLACE VOTES - BATTICALOA,Idroos Mohomad Ilyas,,0.00%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,DISPLACE VOTES - BATTICALOA,Sarath Manamendra,,0.00%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,DISPLACE VOTES - BATTICALOA,Mohamed Musthaffa,,0.00%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,DISPLACE VOTES - BATTICALOA,W.V. Mahiman Ranjith,,0.00%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,DISPLACE VOTES - BATTICALOA,Mohomad Cassim Mohomad Ismail,,0.00%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,DISPLACE VOTES - BATTICALOA,Panagoda Don Prince Soloman Anura Liyanage,,0.00%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,DISPLACE VOTES - BATTICALOA,Ukkubanda Wijekoon,,0.00%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,DISPLACE VOTES - BATTICALOA,M.K. Sivajilingam,,0.00%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,DISPLACE VOTES - BATTICALOA,Battaramulle Seelarathana Thero,,0.00%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,DISPLACE VOTES - BATTICALOA,Achala Ashoka Suraweera,,0.00%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,DISPLACE VOTES - BATTICALOA,Valid Votes,63,96.92%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,DISPLACE VOTES - BATTICALOA,Rejected Votes,2,3.08%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,DISPLACE VOTES - BATTICALOA,Total Polled,65,94.20%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,DISPLACE VOTES - BATTICALOA,Regis.Electors,69,
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,FINAL DISTRICT RESULT - BATTICALOA DICTRICT,Sarath Fonseka,"146,057",68.93%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,FINAL DISTRICT RESULT - BATTICALOA DICTRICT,Mahinda Rajapaksha,"55,663",26.27%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,FINAL DISTRICT RESULT - BATTICALOA DICTRICT,Mohomad Cassim Mohomad Ismail,"3,016",1.42%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,FINAL DISTRICT RESULT - BATTICALOA DICTRICT,Channa Janaka Sugathsiri Gamage,"1,666",0.79%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,FINAL DISTRICT RESULT - BATTICALOA DICTRICT,Sarath Manamendra,645,0.30%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,FINAL DISTRICT RESULT - BATTICALOA DICTRICT,M.K. Sivajilingam,633,0.30%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,FINAL DISTRICT RESULT - BATTICALOA DICTRICT,Achala Ashoka Suraweera,612,0.29%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,FINAL DISTRICT RESULT - BATTICALOA DICTRICT,Lal Perera,541,0.26%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,FINAL DISTRICT RESULT - BATTICALOA DICTRICT,W.V. Mahiman Ranjith,484,0.23%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,FINAL DISTRICT RESULT - BATTICALOA DICTRICT,Panagoda Don Prince Soloman Anura Liyanage,468,0.22%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,FINAL DISTRICT RESULT - BATTICALOA DICTRICT,Vickramabahu Karunaratna,366,0.17%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,FINAL DISTRICT RESULT - BATTICALOA DICTRICT,Sirithunga Jayasuriya,284,0.13%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,FINAL DISTRICT RESULT - BATTICALOA DICTRICT,Ukkubanda Wijekoon,232,0.11%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,FINAL DISTRICT RESULT - BATTICALOA DICTRICT,Sanath Pinnaduwa,201,0.09%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,FINAL DISTRICT RESULT - BATTICALOA DICTRICT,Wije Dias,185,0.09%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,FINAL DISTRICT RESULT - BATTICALOA DICTRICT,Mohamed Musthaffa,172,0.08%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,FINAL DISTRICT RESULT - BATTICALOA DICTRICT,Idroos Mohomad Ilyas,125,0.06%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,FINAL DISTRICT RESULT - BATTICALOA DICTRICT,Senaratna de Silva,124,0.06%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,FINAL DISTRICT RESULT - BATTICALOA DICTRICT,Aruna de Zoysa,121,0.06%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,FINAL DISTRICT RESULT - BATTICALOA DICTRICT,Upali Sarath Kongahage,107,0.05%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,FINAL DISTRICT RESULT - BATTICALOA DICTRICT,Battaramulle Seelarathana Thero,102,0.05%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,FINAL DISTRICT RESULT - BATTICALOA DICTRICT,Muthu Bandara Theminimulla,87,0.04%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,FINAL DISTRICT RESULT - BATTICALOA DICTRICT,Valid Votes,"211,891",97.97%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,FINAL DISTRICT RESULT - BATTICALOA DICTRICT,Rejected Votes,"4,396",2.03%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,FINAL DISTRICT RESULT - BATTICALOA DICTRICT,Total Polled,"216,287",64.83%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",BATTICALOA,FINAL DISTRICT RESULT - BATTICALOA DICTRICT,Regis.Electors,"333,644",
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,AMPARA,Mahinda Rajapaksha,"73,389",67.94%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,AMPARA,Sarath Fonseka,"32,895",30.45%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,AMPARA,W.V. Mahiman Ranjith,367,0.34%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,AMPARA,Achala Ashoka Suraweera,291,0.27%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,AMPARA,Mohomad Cassim Mohomad Ismail,256,0.24%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,AMPARA,Panagoda Don Prince Soloman Anura Liyanage,137,0.13%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,AMPARA,Lal Perera,108,0.10%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,AMPARA,Ukkubanda Wijekoon,93,0.09%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,AMPARA,Channa Janaka Sugathsiri Gamage,80,0.07%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,AMPARA,Sarath Manamendra,74,0.07%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,AMPARA,Sirithunga Jayasuriya,65,0.06%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,AMPARA,Idroos Mohomad Ilyas,44,0.04%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,AMPARA,M.K. Sivajilingam,40,0.04%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,AMPARA,Sanath Pinnaduwa,32,0.03%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,AMPARA,Wije Dias,26,0.02%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,AMPARA,Battaramulle Seelarathana Thero,23,0.02%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,AMPARA,Mohamed Musthaffa,22,0.02%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,AMPARA,Vickramabahu Karunaratna,21,0.02%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,AMPARA,Aruna de Zoysa,20,0.02%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,AMPARA,Senaratna de Silva,19,0.02%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,AMPARA,Muthu Bandara Theminimulla,13,0.01%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,AMPARA,Upali Sarath Kongahage,11,0.01%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,AMPARA,Valid Votes,"108,026",99.44%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,AMPARA,Rejected Votes,608,0.56%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,AMPARA,Total Polled,"108,634",74.67%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,AMPARA,Regis.Electors,"145,479",
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,SAMMANTURAI,Sarath Fonseka,"27,003",55.95%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,SAMMANTURAI,Mahinda Rajapaksha,"19,991",41.42%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,SAMMANTURAI,Channa Janaka Sugathsiri Gamage,300,0.62%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,SAMMANTURAI,Mohomad Cassim Mohomad Ismail,236,0.49%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,SAMMANTURAI,Achala Ashoka Suraweera,110,0.23%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,SAMMANTURAI,W.V. Mahiman Ranjith,105,0.22%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,SAMMANTURAI,Lal Perera,84,0.17%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,SAMMANTURAI,Panagoda Don Prince Soloman Anura Liyanage,71,0.15%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,SAMMANTURAI,M.K. Sivajilingam,59,0.12%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,SAMMANTURAI,Sarath Manamendra,58,0.12%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,SAMMANTURAI,Sirithunga Jayasuriya,49,0.10%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,SAMMANTURAI,Ukkubanda Wijekoon,46,0.10%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,SAMMANTURAI,Idroos Mohomad Ilyas,29,0.06%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,SAMMANTURAI,Vickramabahu Karunaratna,18,0.04%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,SAMMANTURAI,Sanath Pinnaduwa,17,0.04%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,SAMMANTURAI,Wije Dias,17,0.04%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,SAMMANTURAI,Battaramulle Seelarathana Thero,14,0.03%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,SAMMANTURAI,Senaratna de Silva,14,0.03%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,SAMMANTURAI,Mohamed Musthaffa,11,0.02%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,SAMMANTURAI,Upali Sarath Kongahage,11,0.02%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,SAMMANTURAI,Muthu Bandara Theminimulla,10,0.02%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,SAMMANTURAI,Aruna de Zoysa,9,0.02%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,SAMMANTURAI,Valid Votes,"48,262",98.86%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,SAMMANTURAI,Rejected Votes,556,1.14%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,SAMMANTURAI,Total Polled,"48,818",68.33%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,SAMMANTURAI,Regis.Electors,"71,442",
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,KALMUNAI,Sarath Fonseka,"32,946",75.76%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,KALMUNAI,Mahinda Rajapaksha,"9,564",21.99%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,KALMUNAI,Channa Janaka Sugathsiri Gamage,284,0.65%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,KALMUNAI,Mohomad Cassim Mohomad Ismail,181,0.42%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,KALMUNAI,Lal Perera,81,0.19%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,KALMUNAI,Panagoda Don Prince Soloman Anura Liyanage,62,0.14%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,KALMUNAI,M.K. Sivajilingam,45,0.10%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,KALMUNAI,Sirithunga Jayasuriya,41,0.09%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,KALMUNAI,Mohamed Musthaffa,39,0.09%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,KALMUNAI,Sarath Manamendra,39,0.09%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,KALMUNAI,Achala Ashoka Suraweera,39,0.09%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,KALMUNAI,Ukkubanda Wijekoon,28,0.06%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,KALMUNAI,W.V. Mahiman Ranjith,27,0.06%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,KALMUNAI,Vickramabahu Karunaratna,26,0.06%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,KALMUNAI,Idroos Mohomad Ilyas,19,0.04%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,KALMUNAI,Battaramulle Seelarathana Thero,15,0.03%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,KALMUNAI,Muthu Bandara Theminimulla,11,0.03%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,KALMUNAI,Sanath Pinnaduwa,10,0.02%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,KALMUNAI,Senaratna de Silva,8,0.02%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,KALMUNAI,Aruna de Zoysa,8,0.02%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,KALMUNAI,Wije Dias,7,0.02%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,KALMUNAI,Upali Sarath Kongahage,6,0.01%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,KALMUNAI,Valid Votes,"43,486",98.76%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,KALMUNAI,Rejected Votes,544,1.24%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,KALMUNAI,Total Polled,"44,030",66.58%
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,KALMUNAI,Regis.Electors,"66,135",
"Eastern Province   (DIGAMADULLA, TRINCOMALEE, BATTICALOA) ",DIGAMADULLA,POTUVIL,Sarath Fonseka,"54,374",59.89%
