Province,District,Polling Division,Name,Votes,Percent
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,CHILAW,Regis.Electors,"108,244",
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,NATTANDIYA,Mahinda Rajapaksha,"34,799",60.92%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,NATTANDIYA,Sarath Fonseka,"21,612",37.83%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,NATTANDIYA,Mohomad Cassim Mohomad Ismail,143,0.25%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,NATTANDIYA,Achala Ashoka Suraweera,88,0.15%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,NATTANDIYA,W.V. Mahiman Ranjith,86,0.15%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,NATTANDIYA,Channa Janaka Sugathsiri Gamage,65,0.11%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,NATTANDIYA,Panagoda Don Prince Soloman Anura Liyanage,55,0.10%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,NATTANDIYA,Sarath Manamendra,38,0.07%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,NATTANDIYA,Ukkubanda Wijekoon,36,0.06%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,NATTANDIYA,Lal Perera,31,0.05%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,NATTANDIYA,Vickramabahu Karunaratna,30,0.05%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,NATTANDIYA,Sirithunga Jayasuriya,30,0.05%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,NATTANDIYA,Wije Dias,26,0.05%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,NATTANDIYA,Idroos Mohomad Ilyas,22,0.04%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,NATTANDIYA,M.K. Sivajilingam,12,0.02%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,NATTANDIYA,Senaratna de Silva,12,0.02%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,NATTANDIYA,Aruna de Zoysa,9,0.02%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,NATTANDIYA,Mohamed Musthaffa,9,0.02%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,NATTANDIYA,Sanath Pinnaduwa,8,0.01%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,NATTANDIYA,Upali Sarath Kongahage,6,0.01%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,NATTANDIYA,Muthu Bandara Theminimulla,5,0.01%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,NATTANDIYA,Battaramulle Seelarathana Thero,2,0.00%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,NATTANDIYA,Valid Votes,"57,124",99.38%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,NATTANDIYA,Rejected Votes,355,0.62%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,NATTANDIYA,Total Polled,"57,479",69.07%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,NATTANDIYA,Regis.Electors,"83,218",
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,WENNAPPUWA,Mahinda Rajapaksha,"40,931",60.34%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,WENNAPPUWA,Sarath Fonseka,"26,023",38.36%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,WENNAPPUWA,Mohomad Cassim Mohomad Ismail,174,0.26%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,WENNAPPUWA,Achala Ashoka Suraweera,119,0.18%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,WENNAPPUWA,W.V. Mahiman Ranjith,101,0.15%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,WENNAPPUWA,Channa Janaka Sugathsiri Gamage,93,0.14%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,WENNAPPUWA,Panagoda Don Prince Soloman Anura Liyanage,63,0.09%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,WENNAPPUWA,Ukkubanda Wijekoon,54,0.08%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,WENNAPPUWA,Lal Perera,48,0.07%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,WENNAPPUWA,Sirithunga Jayasuriya,41,0.06%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,WENNAPPUWA,Idroos Mohomad Ilyas,34,0.05%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,WENNAPPUWA,Sarath Manamendra,30,0.04%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,WENNAPPUWA,Vickramabahu Karunaratna,25,0.04%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,WENNAPPUWA,Battaramulle Seelarathana Thero,21,0.03%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,WENNAPPUWA,Sanath Pinnaduwa,14,0.02%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,WENNAPPUWA,M.K. Sivajilingam,12,0.02%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,WENNAPPUWA,Aruna de Zoysa,11,0.02%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,WENNAPPUWA,Mohamed Musthaffa,10,0.01%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,WENNAPPUWA,Senaratna de Silva,10,0.01%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,WENNAPPUWA,Upali Sarath Kongahage,8,0.01%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,WENNAPPUWA,Wije Dias,7,0.01%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,WENNAPPUWA,Muthu Bandara Theminimulla,4,0.01%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,WENNAPPUWA,Valid Votes,"67,833",99.31%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,WENNAPPUWA,Rejected Votes,471,0.69%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,WENNAPPUWA,Total Polled,"68,304",68.46%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,WENNAPPUWA,Regis.Electors,"99,774",
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Mahinda Rajapaksha,"4,988",66.70%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Sarath Fonseka,"2,464",32.95%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,W.V. Mahiman Ranjith,5,0.07%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Mohomad Cassim Mohomad Ismail,4,0.05%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,M.K. Sivajilingam,3,0.04%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Vickramabahu Karunaratna,2,0.03%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Panagoda Don Prince Soloman Anura Liyanage,2,0.03%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Ukkubanda Wijekoon,2,0.03%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Channa Janaka Sugathsiri Gamage,2,0.03%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Idroos Mohomad Ilyas,1,0.01%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Sarath Manamendra,1,0.01%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Mohamed Musthaffa,1,0.01%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Wije Dias,1,0.01%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Battaramulle Seelarathana Thero,1,0.01%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Achala Ashoka Suraweera,1,0.01%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Senaratna de Silva,,0.00%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Aruna de Zoysa,,0.00%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Sanath Pinnaduwa,,0.00%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Lal Perera,,0.00%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Sirithunga Jayasuriya,,0.00%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Upali Sarath Kongahage,,0.00%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Muthu Bandara Theminimulla,,0.00%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Valid Votes,"7,478",99.30%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Rejected Votes,53,0.70%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Total Polled,"7,531",98.64%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Regis.Electors,"7,635",
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Mahinda Rajapaksha,"201,981",58.70%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Sarath Fonseka,"136,233",39.59%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Mohomad Cassim Mohomad Ismail,"1,415",0.41%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Achala Ashoka Suraweera,767,0.22%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,W.V. Mahiman Ranjith,670,0.19%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Channa Janaka Sugathsiri Gamage,587,0.17%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Panagoda Don Prince Soloman Anura Liyanage,380,0.11%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Ukkubanda Wijekoon,285,0.08%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Sarath Manamendra,263,0.08%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Lal Perera,246,0.07%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Sirithunga Jayasuriya,244,0.07%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Idroos Mohomad Ilyas,228,0.07%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Vickramabahu Karunaratna,153,0.04%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,M.K. Sivajilingam,132,0.04%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Wije Dias,102,0.03%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Sanath Pinnaduwa,87,0.03%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Mohamed Musthaffa,67,0.02%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Senaratna de Silva,65,0.02%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Battaramulle Seelarathana Thero,62,0.02%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Upali Sarath Kongahage,52,0.02%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Muthu Bandara Theminimulla,50,0.01%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Aruna de Zoysa,44,0.01%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Valid Votes,"344,113",99.17%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Rejected Votes,"2,886",0.83%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Total Polled,"346,999",70.02%
"North Western Province  (KURUNEGALA, PUTTALAM)",PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Regis.Electors,"495,575",
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,MEDAWACHCHIYA,Mahinda Rajapaksha,"35,996",69.25%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,MEDAWACHCHIYA,Sarath Fonseka,"14,971",28.80%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,MEDAWACHCHIYA,Mohomad Cassim Mohomad Ismail,236,0.45%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,MEDAWACHCHIYA,Achala Ashoka Suraweera,171,0.33%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,MEDAWACHCHIYA,W.V. Mahiman Ranjith,148,0.28%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,MEDAWACHCHIYA,Panagoda Don Prince Soloman Anura Liyanage,83,0.16%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,MEDAWACHCHIYA,Ukkubanda Wijekoon,56,0.11%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,MEDAWACHCHIYA,Channa Janaka Sugathsiri Gamage,54,0.10%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,MEDAWACHCHIYA,Sarath Manamendra,49,0.09%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,MEDAWACHCHIYA,Lal Perera,38,0.07%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,MEDAWACHCHIYA,Sirithunga Jayasuriya,31,0.06%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,MEDAWACHCHIYA,Idroos Mohomad Ilyas,21,0.04%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,MEDAWACHCHIYA,M.K. Sivajilingam,19,0.04%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,MEDAWACHCHIYA,Vickramabahu Karunaratna,16,0.03%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,MEDAWACHCHIYA,Wije Dias,16,0.03%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,MEDAWACHCHIYA,Senaratna de Silva,16,0.03%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,MEDAWACHCHIYA,Aruna de Zoysa,14,0.03%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,MEDAWACHCHIYA,Muthu Bandara Theminimulla,12,0.02%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,MEDAWACHCHIYA,Battaramulle Seelarathana Thero,12,0.02%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,MEDAWACHCHIYA,Mohamed Musthaffa,12,0.02%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,MEDAWACHCHIYA,Upali Sarath Kongahage,6,0.01%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,MEDAWACHCHIYA,Sanath Pinnaduwa,5,0.01%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,MEDAWACHCHIYA,Valid Votes,"51,982",99.44%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,MEDAWACHCHIYA,Rejected Votes,293,0.56%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,MEDAWACHCHIYA,Total Polled,"52,275",69.07%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,MEDAWACHCHIYA,Regis.Electors,"75,683",
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,HOROWUPOTANA,Mahinda Rajapaksha,"33,622",65.05%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,HOROWUPOTANA,Sarath Fonseka,"17,054",32.99%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,HOROWUPOTANA,Mohomad Cassim Mohomad Ismail,311,0.60%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,HOROWUPOTANA,W.V. Mahiman Ranjith,151,0.29%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,HOROWUPOTANA,Achala Ashoka Suraweera,137,0.27%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,HOROWUPOTANA,Channa Janaka Sugathsiri Gamage,70,0.14%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,HOROWUPOTANA,Panagoda Don Prince Soloman Anura Liyanage,53,0.10%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,HOROWUPOTANA,Sarath Manamendra,51,0.10%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,HOROWUPOTANA,Lal Perera,42,0.08%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,HOROWUPOTANA,Ukkubanda Wijekoon,37,0.07%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,HOROWUPOTANA,Vickramabahu Karunaratna,28,0.05%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,HOROWUPOTANA,Sirithunga Jayasuriya,22,0.04%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,HOROWUPOTANA,M.K. Sivajilingam,20,0.04%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,HOROWUPOTANA,Idroos Mohomad Ilyas,20,0.04%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,HOROWUPOTANA,Aruna de Zoysa,19,0.04%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,HOROWUPOTANA,Battaramulle Seelarathana Thero,9,0.02%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,HOROWUPOTANA,Wije Dias,8,0.02%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,HOROWUPOTANA,Mohamed Musthaffa,8,0.02%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,HOROWUPOTANA,Sanath Pinnaduwa,8,0.02%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,HOROWUPOTANA,Muthu Bandara Theminimulla,7,0.01%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,HOROWUPOTANA,Senaratna de Silva,6,0.01%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,HOROWUPOTANA,Upali Sarath Kongahage,4,0.01%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,HOROWUPOTANA,Valid Votes,"51,687",99.32%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,HOROWUPOTANA,Rejected Votes,356,0.68%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,HOROWUPOTANA,Total Polled,"52,043",70.72%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,HOROWUPOTANA,Regis.Electors,"73,590",
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-EAST,Mahinda Rajapaksha,"41,418",64.13%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-EAST,Sarath Fonseka,"22,270",34.48%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-EAST,Mohomad Cassim Mohomad Ismail,241,0.37%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-EAST,Achala Ashoka Suraweera,154,0.24%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-EAST,W.V. Mahiman Ranjith,109,0.17%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-EAST,Panagoda Don Prince Soloman Anura Liyanage,60,0.09%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-EAST,Channa Janaka Sugathsiri Gamage,40,0.06%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-EAST,Sarath Manamendra,39,0.06%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-EAST,Lal Perera,38,0.06%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-EAST,Ukkubanda Wijekoon,35,0.05%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-EAST,Sirithunga Jayasuriya,32,0.05%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-EAST,Vickramabahu Karunaratna,29,0.04%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-EAST,Idroos Mohomad Ilyas,27,0.04%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-EAST,M.K. Sivajilingam,19,0.03%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-EAST,Mohamed Musthaffa,16,0.02%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-EAST,Muthu Bandara Theminimulla,11,0.02%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-EAST,Battaramulle Seelarathana Thero,10,0.02%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-EAST,Aruna de Zoysa,9,0.01%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-EAST,Wije Dias,8,0.01%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-EAST,Senaratna de Silva,8,0.01%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-EAST,Sanath Pinnaduwa,6,0.01%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-EAST,Upali Sarath Kongahage,3,0.00%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-EAST,Valid Votes,"64,582",99.21%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-EAST,Rejected Votes,517,0.79%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-EAST,Total Polled,"65,099",73.84%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-EAST,Regis.Electors,"88,157",
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-WEST,Mahinda Rajapaksha,"41,965",64.99%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-WEST,Sarath Fonseka,"21,288",32.97%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-WEST,Mohomad Cassim Mohomad Ismail,262,0.41%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-WEST,Achala Ashoka Suraweera,255,0.39%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-WEST,W.V. Mahiman Ranjith,202,0.31%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-WEST,Channa Janaka Sugathsiri Gamage,85,0.13%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-WEST,Panagoda Don Prince Soloman Anura Liyanage,68,0.11%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-WEST,Ukkubanda Wijekoon,63,0.10%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-WEST,Idroos Mohomad Ilyas,57,0.09%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-WEST,Lal Perera,52,0.08%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-WEST,Sarath Manamendra,49,0.08%
"North Central Province  (ANURADHAPURA, POLONNARUWA)",ANURADHAPURA,ANURADHAPURA-WEST,Sirithunga Jayasuriya,41,0.06%
