Province,District,Polling Division,Name,Votes,Percent
Western Province,GAMPAHA,DIVULAPITIYA,Namal Rajapaksa,75,0.09%
Western Province,GAMPAHA,DIVULAPITIYA,Sundaram Mahendran,11,0.01%
Western Province,GAMPAHA,DIVULAPITIYA,Jayantha Kulathunga,10,0.01%
Western Province,GAMPAHA,DIVULAPITIYA,Valid Votes,"86,583",99.20%
Western Province,GAMPAHA,DIVULAPITIYA,Rejected Votes,701,0.80%
Western Province,GAMPAHA,DIVULAPITIYA,Total Polled,"87,284",80.42%
Western Province,GAMPAHA,DIVULAPITIYA,Regis.Electors,"108,529",
Western Province,GAMPAHA,MIRIGAMA,Aithurus Mohamed Illias,82,0.08%
Western Province,GAMPAHA,MIRIGAMA,Ibrahim Miflar,53,0.05%
Western Province,GAMPAHA,MIRIGAMA,Prasanna Priyankara,20,0.02%
Western Province,GAMPAHA,MIRIGAMA,Wimal Geeganage,11,0.01%
Western Province,GAMPAHA,MIRIGAMA,Sirithunga Jayasuriya,55,0.06%
Western Province,GAMPAHA,MIRIGAMA,M. B. Theminimulla,17,0.02%
Western Province,GAMPAHA,MIRIGAMA,Pani Wijesiriwardane,18,0.02%
Western Province,GAMPAHA,MIRIGAMA,Duminda Nagamuwa,51,0.05%
Western Province,GAMPAHA,MIRIGAMA,Panagoda Don Prince Soloman Anura Liyanage,69,0.07%
Western Province,GAMPAHA,MIRIGAMA,Maithripala Sirisena,"45,202",46.53%
Western Province,GAMPAHA,MIRIGAMA,Ruwanthilaka Peduru Arachchi,48,0.05%
Western Province,GAMPAHA,MIRIGAMA,Anuruddha Polgampala,14,0.01%
Western Province,GAMPAHA,MIRIGAMA,Baththaramulle Seelarathana Thero,27,0.03%
Western Province,GAMPAHA,MIRIGAMA,Sarath Manamendra,28,0.03%
Western Province,GAMPAHA,MIRIGAMA,Arachchige Rathnayaka Sirisena,104,0.11%
Western Province,GAMPAHA,MIRIGAMA,Mahinda Rajapaksa,"51,244",52.75%
Western Province,GAMPAHA,MIRIGAMA,Namal Rajapaksa,81,0.08%
Western Province,GAMPAHA,MIRIGAMA,Sundaram Mahendran,17,0.02%
Western Province,GAMPAHA,MIRIGAMA,Jayantha Kulathunga,6,0.01%
Western Province,GAMPAHA,MIRIGAMA,Valid Votes,"97,147",99.10%
Western Province,GAMPAHA,MIRIGAMA,Rejected Votes,880,0.90%
Western Province,GAMPAHA,MIRIGAMA,Total Polled,"98,027",78.62%
Western Province,GAMPAHA,MIRIGAMA,Regis.Electors,"124,679",
Western Province,GAMPAHA,MINUWANGODA,Aithurus Mohamed Illias,88,0.08%
Western Province,GAMPAHA,MINUWANGODA,Ibrahim Miflar,66,0.06%
Western Province,GAMPAHA,MINUWANGODA,Prasanna Priyankara,11,0.01%
Western Province,GAMPAHA,MINUWANGODA,Wimal Geeganage,10,0.01%
Western Province,GAMPAHA,MINUWANGODA,Sirithunga Jayasuriya,54,0.05%
Western Province,GAMPAHA,MINUWANGODA,M. B. Theminimulla,21,0.02%
Western Province,GAMPAHA,MINUWANGODA,Pani Wijesiriwardane,25,0.02%
Western Province,GAMPAHA,MINUWANGODA,Duminda Nagamuwa,55,0.05%
Western Province,GAMPAHA,MINUWANGODA,Panagoda Don Prince Soloman Anura Liyanage,61,0.06%
Western Province,GAMPAHA,MINUWANGODA,Maithripala Sirisena,"51,581",48.09%
Western Province,GAMPAHA,MINUWANGODA,Ruwanthilaka Peduru Arachchi,53,0.05%
Western Province,GAMPAHA,MINUWANGODA,Anuruddha Polgampala,21,0.02%
Western Province,GAMPAHA,MINUWANGODA,Baththaramulle Seelarathana Thero,30,0.03%
Western Province,GAMPAHA,MINUWANGODA,Sarath Manamendra,39,0.04%
Western Province,GAMPAHA,MINUWANGODA,Arachchige Rathnayaka Sirisena,125,0.12%
Western Province,GAMPAHA,MINUWANGODA,Mahinda Rajapaksa,"54,929",51.21%
Western Province,GAMPAHA,MINUWANGODA,Namal Rajapaksa,73,0.07%
Western Province,GAMPAHA,MINUWANGODA,Sundaram Mahendran,21,0.02%
Western Province,GAMPAHA,MINUWANGODA,Jayantha Kulathunga,7,0.01%
Western Province,GAMPAHA,MINUWANGODA,Valid Votes,"107,270",99.09%
Western Province,GAMPAHA,MINUWANGODA,Rejected Votes,986,0.91%
Western Province,GAMPAHA,MINUWANGODA,Total Polled,"108,256",81.41%
Western Province,GAMPAHA,MINUWANGODA,Regis.Electors,"132,981",
Western Province,GAMPAHA,ATTANAGALLA,Aithurus Mohamed Illias,98,0.09%
Western Province,GAMPAHA,ATTANAGALLA,Ibrahim Miflar,91,0.09%
Western Province,GAMPAHA,ATTANAGALLA,Prasanna Priyankara,16,0.02%
Western Province,GAMPAHA,ATTANAGALLA,Wimal Geeganage,9,0.01%
Western Province,GAMPAHA,ATTANAGALLA,Sirithunga Jayasuriya,44,0.04%
Western Province,GAMPAHA,ATTANAGALLA,M. B. Theminimulla,19,0.02%
Western Province,GAMPAHA,ATTANAGALLA,Pani Wijesiriwardane,26,0.02%
Western Province,GAMPAHA,ATTANAGALLA,Duminda Nagamuwa,50,0.05%
Western Province,GAMPAHA,ATTANAGALLA,Panagoda Don Prince Soloman Anura Liyanage,57,0.05%
Western Province,GAMPAHA,ATTANAGALLA,Maithripala Sirisena,"50,380",47.56%
Western Province,GAMPAHA,ATTANAGALLA,Ruwanthilaka Peduru Arachchi,48,0.05%
Western Province,GAMPAHA,ATTANAGALLA,Anuruddha Polgampala,17,0.02%
Western Province,GAMPAHA,ATTANAGALLA,Baththaramulle Seelarathana Thero,40,0.04%
Western Province,GAMPAHA,ATTANAGALLA,Sarath Manamendra,35,0.03%
Western Province,GAMPAHA,ATTANAGALLA,Arachchige Rathnayaka Sirisena,86,0.08%
Western Province,GAMPAHA,ATTANAGALLA,Mahinda Rajapaksa,"54,777",51.71%
Western Province,GAMPAHA,ATTANAGALLA,Namal Rajapaksa,100,0.09%
Western Province,GAMPAHA,ATTANAGALLA,Sundaram Mahendran,22,0.02%
Western Province,GAMPAHA,ATTANAGALLA,Jayantha Kulathunga,16,0.02%
Western Province,GAMPAHA,ATTANAGALLA,Valid Votes,"105,931",99.04%
Western Province,GAMPAHA,ATTANAGALLA,Rejected Votes,"1,024",0.96%
Western Province,GAMPAHA,ATTANAGALLA,Total Polled,"106,955",80.40%
Western Province,GAMPAHA,ATTANAGALLA,Regis.Electors,"133,023",
Western Province,GAMPAHA,GAMPAHA,Aithurus Mohamed Illias,70,0.06%
Western Province,GAMPAHA,GAMPAHA,Ibrahim Miflar,54,0.05%
Western Province,GAMPAHA,GAMPAHA,Prasanna Priyankara,13,0.01%
Western Province,GAMPAHA,GAMPAHA,Wimal Geeganage,14,0.01%
Western Province,GAMPAHA,GAMPAHA,Sirithunga Jayasuriya,44,0.04%
Western Province,GAMPAHA,GAMPAHA,M. B. Theminimulla,13,0.01%
Western Province,GAMPAHA,GAMPAHA,Pani Wijesiriwardane,23,0.02%
Western Province,GAMPAHA,GAMPAHA,Duminda Nagamuwa,85,0.07%
Western Province,GAMPAHA,GAMPAHA,Panagoda Don Prince Soloman Anura Liyanage,57,0.05%
Western Province,GAMPAHA,GAMPAHA,Maithripala Sirisena,"53,922",45.48%
Western Province,GAMPAHA,GAMPAHA,Ruwanthilaka Peduru Arachchi,40,0.03%
Western Province,GAMPAHA,GAMPAHA,Anuruddha Polgampala,21,0.02%
Western Province,GAMPAHA,GAMPAHA,Baththaramulle Seelarathana Thero,42,0.04%
Western Province,GAMPAHA,GAMPAHA,Sarath Manamendra,28,0.02%
Western Province,GAMPAHA,GAMPAHA,Arachchige Rathnayaka Sirisena,102,0.09%
Western Province,GAMPAHA,GAMPAHA,Mahinda Rajapaksa,"63,962",53.95%
Western Province,GAMPAHA,GAMPAHA,Namal Rajapaksa,61,0.05%
Western Province,GAMPAHA,GAMPAHA,Sundaram Mahendran,7,0.01%
Western Province,GAMPAHA,GAMPAHA,Jayantha Kulathunga,6,0.01%
Western Province,GAMPAHA,GAMPAHA,Valid Votes,"118,564",98.98%
Western Province,GAMPAHA,GAMPAHA,Rejected Votes,"1,222",1.02%
Western Province,GAMPAHA,GAMPAHA,Total Polled,"119,786",81.33%
Western Province,GAMPAHA,GAMPAHA,Regis.Electors,"147,280",
Western Province,GAMPAHA,JA-ELA,Aithurus Mohamed Illias,70,0.06%
Western Province,GAMPAHA,JA-ELA,Ibrahim Miflar,53,0.05%
Western Province,GAMPAHA,JA-ELA,Prasanna Priyankara,10,0.01%
Western Province,GAMPAHA,JA-ELA,Wimal Geeganage,16,0.01%
Western Province,GAMPAHA,JA-ELA,Sirithunga Jayasuriya,41,0.04%
Western Province,GAMPAHA,JA-ELA,M. B. Theminimulla,14,0.01%
Western Province,GAMPAHA,JA-ELA,Pani Wijesiriwardane,24,0.02%
Western Province,GAMPAHA,JA-ELA,Duminda Nagamuwa,52,0.05%
Western Province,GAMPAHA,JA-ELA,Panagoda Don Prince Soloman Anura Liyanage,62,0.05%
Western Province,GAMPAHA,JA-ELA,Maithripala Sirisena,"58,669",52.01%
Western Province,GAMPAHA,JA-ELA,Ruwanthilaka Peduru Arachchi,49,0.04%
Western Province,GAMPAHA,JA-ELA,Anuruddha Polgampala,24,0.02%
Western Province,GAMPAHA,JA-ELA,Baththaramulle Seelarathana Thero,28,0.02%
Western Province,GAMPAHA,JA-ELA,Sarath Manamendra,27,0.02%
Western Province,GAMPAHA,JA-ELA,Arachchige Rathnayaka Sirisena,89,0.08%
Western Province,GAMPAHA,JA-ELA,Mahinda Rajapaksa,"53,481",47.41%
Western Province,GAMPAHA,JA-ELA,Namal Rajapaksa,73,0.06%
Western Province,GAMPAHA,JA-ELA,Sundaram Mahendran,4,0.00%
Western Province,GAMPAHA,JA-ELA,Jayantha Kulathunga,11,0.01%
Western Province,GAMPAHA,JA-ELA,Valid Votes,"112,797",98.62%
Western Province,GAMPAHA,JA-ELA,Rejected Votes,"1,584",1.38%
Western Province,GAMPAHA,JA-ELA,Total Polled,"114,381",79.52%
Western Province,GAMPAHA,JA-ELA,Regis.Electors,"143,843",
Western Province,GAMPAHA,MAHARA,Aithurus Mohamed Illias,68,0.06%
Western Province,GAMPAHA,MAHARA,Ibrahim Miflar,61,0.05%
Western Province,GAMPAHA,MAHARA,Prasanna Priyankara,12,0.01%
Western Province,GAMPAHA,MAHARA,Wimal Geeganage,11,0.01%
Western Province,GAMPAHA,MAHARA,Sirithunga Jayasuriya,33,0.03%
Western Province,GAMPAHA,MAHARA,M. B. Theminimulla,17,0.01%
Western Province,GAMPAHA,MAHARA,Pani Wijesiriwardane,30,0.02%
Western Province,GAMPAHA,MAHARA,Duminda Nagamuwa,87,0.07%
Western Province,GAMPAHA,MAHARA,Panagoda Don Prince Soloman Anura Liyanage,51,0.04%
Western Province,GAMPAHA,MAHARA,Maithripala Sirisena,"55,334",45.97%
Western Province,GAMPAHA,MAHARA,Ruwanthilaka Peduru Arachchi,63,0.05%
Western Province,GAMPAHA,MAHARA,Anuruddha Polgampala,20,0.02%
Western Province,GAMPAHA,MAHARA,Baththaramulle Seelarathana Thero,25,0.02%
Western Province,GAMPAHA,MAHARA,Sarath Manamendra,32,0.03%
Western Province,GAMPAHA,MAHARA,Arachchige Rathnayaka Sirisena,94,0.08%
Western Province,GAMPAHA,MAHARA,Mahinda Rajapaksa,"64,314",53.43%
Western Province,GAMPAHA,MAHARA,Namal Rajapaksa,112,0.09%
Western Province,GAMPAHA,MAHARA,Sundaram Mahendran,8,0.01%
Western Province,GAMPAHA,MAHARA,Jayantha Kulathunga,9,0.01%
Western Province,GAMPAHA,MAHARA,Valid Votes,"120,381",99.05%
Western Province,GAMPAHA,MAHARA,Rejected Votes,"1,154",0.95%
Western Province,GAMPAHA,MAHARA,Total Polled,"121,535",81.32%
Western Province,GAMPAHA,MAHARA,Regis.Electors,"149,453",
Western Province,GAMPAHA,DOMPE,Aithurus Mohamed Illias,72,0.08%
Western Province,GAMPAHA,DOMPE,Ibrahim Miflar,62,0.07%
Western Province,GAMPAHA,DOMPE,Prasanna Priyankara,16,0.02%
Western Province,GAMPAHA,DOMPE,Wimal Geeganage,6,0.01%
Western Province,GAMPAHA,DOMPE,Sirithunga Jayasuriya,26,0.03%
Western Province,GAMPAHA,DOMPE,M. B. Theminimulla,11,0.01%
Western Province,GAMPAHA,DOMPE,Pani Wijesiriwardane,19,0.02%
Western Province,GAMPAHA,DOMPE,Duminda Nagamuwa,52,0.06%
Western Province,GAMPAHA,DOMPE,Panagoda Don Prince Soloman Anura Liyanage,38,0.04%
Western Province,GAMPAHA,DOMPE,Maithripala Sirisena,"38,491",41.00%
Western Province,GAMPAHA,DOMPE,Ruwanthilaka Peduru Arachchi,51,0.05%
Western Province,GAMPAHA,DOMPE,Anuruddha Polgampala,14,0.01%
Western Province,GAMPAHA,DOMPE,Baththaramulle Seelarathana Thero,32,0.03%
Western Province,GAMPAHA,DOMPE,Sarath Manamendra,36,0.04%
Western Province,GAMPAHA,DOMPE,Arachchige Rathnayaka Sirisena,109,0.12%
Western Province,GAMPAHA,DOMPE,Mahinda Rajapaksa,"54,714",58.29%
Western Province,GAMPAHA,DOMPE,Namal Rajapaksa,104,0.11%
Western Province,GAMPAHA,DOMPE,Sundaram Mahendran,11,0.01%
Western Province,GAMPAHA,DOMPE,Jayantha Kulathunga,7,0.01%
Western Province,GAMPAHA,DOMPE,Valid Votes,"93,871",99.07%
Western Province,GAMPAHA,DOMPE,Rejected Votes,878,0.93%
Western Province,GAMPAHA,DOMPE,Total Polled,"94,749",82.14%
Western Province,GAMPAHA,DOMPE,Regis.Electors,"115,356",
Western Province,GAMPAHA,BIYAGAMA,Aithurus Mohamed Illias,49,0.05%
Western Province,GAMPAHA,BIYAGAMA,Ibrahim Miflar,56,0.06%
Western Province,GAMPAHA,BIYAGAMA,Prasanna Priyankara,4,0.00%
Western Province,GAMPAHA,BIYAGAMA,Wimal Geeganage,8,0.01%
Western Province,GAMPAHA,BIYAGAMA,Sirithunga Jayasuriya,27,0.03%
Western Province,GAMPAHA,BIYAGAMA,M. B. Theminimulla,13,0.01%
Western Province,GAMPAHA,BIYAGAMA,Pani Wijesiriwardane,13,0.01%
Western Province,GAMPAHA,BIYAGAMA,Duminda Nagamuwa,75,0.08%
Western Province,GAMPAHA,BIYAGAMA,Panagoda Don Prince Soloman Anura Liyanage,56,0.06%
Western Province,GAMPAHA,BIYAGAMA,Maithripala Sirisena,"48,667",48.94%
Western Province,GAMPAHA,BIYAGAMA,Ruwanthilaka Peduru Arachchi,46,0.05%
Western Province,GAMPAHA,BIYAGAMA,Anuruddha Polgampala,18,0.02%
Western Province,GAMPAHA,BIYAGAMA,Baththaramulle Seelarathana Thero,34,0.03%
Western Province,GAMPAHA,BIYAGAMA,Sarath Manamendra,22,0.02%
Western Province,GAMPAHA,BIYAGAMA,Arachchige Rathnayaka Sirisena,89,0.09%
Western Province,GAMPAHA,BIYAGAMA,Mahinda Rajapaksa,"50,173",50.46%
Western Province,GAMPAHA,BIYAGAMA,Namal Rajapaksa,62,0.06%
Western Province,GAMPAHA,BIYAGAMA,Sundaram Mahendran,8,0.01%
Western Province,GAMPAHA,BIYAGAMA,Jayantha Kulathunga,13,0.01%
Western Province,GAMPAHA,BIYAGAMA,Valid Votes,"99,433",99.01%
Western Province,GAMPAHA,BIYAGAMA,Rejected Votes,997,0.99%
Western Province,GAMPAHA,BIYAGAMA,Total Polled,"100,430",82.52%
Western Province,GAMPAHA,BIYAGAMA,Regis.Electors,"121,702",
Western Province,GAMPAHA,KELANIYA,Aithurus Mohamed Illias,35,0.05%
Western Province,GAMPAHA,KELANIYA,Ibrahim Miflar,63,0.09%
Western Province,GAMPAHA,KELANIYA,Prasanna Priyankara,9,0.01%
Western Province,GAMPAHA,KELANIYA,Wimal Geeganage,10,0.01%
Western Province,GAMPAHA,KELANIYA,Sirithunga Jayasuriya,35,0.05%
Western Province,GAMPAHA,KELANIYA,M. B. Theminimulla,14,0.02%
Western Province,GAMPAHA,KELANIYA,Pani Wijesiriwardane,19,0.03%
Western Province,GAMPAHA,KELANIYA,Duminda Nagamuwa,34,0.05%
Western Province,GAMPAHA,KELANIYA,Panagoda Don Prince Soloman Anura Liyanage,46,0.06%
Western Province,GAMPAHA,KELANIYA,Maithripala Sirisena,"37,884",53.16%
Western Province,GAMPAHA,KELANIYA,Ruwanthilaka Peduru Arachchi,45,0.06%
Western Province,GAMPAHA,KELANIYA,Anuruddha Polgampala,8,0.01%
Western Province,GAMPAHA,KELANIYA,Baththaramulle Seelarathana Thero,30,0.04%
Western Province,GAMPAHA,KELANIYA,Sarath Manamendra,19,0.03%
Western Province,GAMPAHA,KELANIYA,Arachchige Rathnayaka Sirisena,79,0.11%
Western Province,GAMPAHA,KELANIYA,Mahinda Rajapaksa,"32,856",46.11%
Western Province,GAMPAHA,KELANIYA,Namal Rajapaksa,63,0.09%
Western Province,GAMPAHA,KELANIYA,Sundaram Mahendran,6,0.01%
Western Province,GAMPAHA,KELANIYA,Jayantha Kulathunga,5,0.01%
Western Province,GAMPAHA,KELANIYA,Valid Votes,"71,260",98.81%
Western Province,GAMPAHA,KELANIYA,Rejected Votes,859,1.19%
Western Province,GAMPAHA,KELANIYA,Total Polled,"72,119",80.02%
Western Province,GAMPAHA,KELANIYA,Regis.Electors,"90,122",
Western Province,GAMPAHA,POSTAL VOTES - GAMPAHA DISTRICT,Aithurus Mohamed Illias,7,0.02%
Western Province,GAMPAHA,POSTAL VOTES - GAMPAHA DISTRICT,Ibrahim Miflar,5,0.01%
Western Province,GAMPAHA,POSTAL VOTES - GAMPAHA DISTRICT,Prasanna Priyankara,6,0.01%
Western Province,GAMPAHA,POSTAL VOTES - GAMPAHA DISTRICT,Wimal Geeganage,3,0.01%
Western Province,GAMPAHA,POSTAL VOTES - GAMPAHA DISTRICT,Sirithunga Jayasuriya,16,0.04%
Western Province,GAMPAHA,POSTAL VOTES - GAMPAHA DISTRICT,M. B. Theminimulla,2,0.00%
Western Province,GAMPAHA,POSTAL VOTES - GAMPAHA DISTRICT,Pani Wijesiriwardane,5,0.01%
Western Province,GAMPAHA,POSTAL VOTES - GAMPAHA DISTRICT,Duminda Nagamuwa,25,0.06%
Western Province,GAMPAHA,POSTAL VOTES - GAMPAHA DISTRICT,Panagoda Don Prince Soloman Anura Liyanage,6,0.01%
Western Province,GAMPAHA,POSTAL VOTES - GAMPAHA DISTRICT,Maithripala Sirisena,"20,386",49.93%
Western Province,GAMPAHA,POSTAL VOTES - GAMPAHA DISTRICT,Ruwanthilaka Peduru Arachchi,4,0.01%
Western Province,GAMPAHA,POSTAL VOTES - GAMPAHA DISTRICT,Anuruddha Polgampala,5,0.01%
Western Province,GAMPAHA,POSTAL VOTES - GAMPAHA DISTRICT,Baththaramulle Seelarathana Thero,21,0.05%
Western Province,GAMPAHA,POSTAL VOTES - GAMPAHA DISTRICT,Sarath Manamendra,5,0.01%
Western Province,GAMPAHA,POSTAL VOTES - GAMPAHA DISTRICT,Arachchige Rathnayaka Sirisena,12,0.03%
Western Province,GAMPAHA,POSTAL VOTES - GAMPAHA DISTRICT,Mahinda Rajapaksa,"20,296",49.71%
Western Province,GAMPAHA,POSTAL VOTES - GAMPAHA DISTRICT,Namal Rajapaksa,21,0.05%
Western Province,GAMPAHA,POSTAL VOTES - GAMPAHA DISTRICT,Sundaram Mahendran,2,0.00%
Western Province,GAMPAHA,POSTAL VOTES - GAMPAHA DISTRICT,Jayantha Kulathunga,4,0.01%
Western Province,GAMPAHA,POSTAL VOTES - GAMPAHA DISTRICT,Valid Votes,"40,831",98.42%
Western Province,GAMPAHA,POSTAL VOTES - GAMPAHA DISTRICT,Rejected Votes,654,1.58%
Western Province,GAMPAHA,POSTAL VOTES - GAMPAHA DISTRICT,Total Polled,"41,485",97.10%
Western Province,GAMPAHA,POSTAL VOTES - GAMPAHA DISTRICT,Regis.Electors,"42,726",
Western Province,GAMPAHA,FINAL DISTRICT RESULT - GAMPAHA DISTRICT,Aithurus Mohamed Illias,930,0.07%
Western Province,GAMPAHA,FINAL DISTRICT RESULT - GAMPAHA DISTRICT,Ibrahim Miflar,859,0.06%
Western Province,GAMPAHA,FINAL DISTRICT RESULT - GAMPAHA DISTRICT,Prasanna Priyankara,192,0.01%
Western Province,GAMPAHA,FINAL DISTRICT RESULT - GAMPAHA DISTRICT,Wimal Geeganage,140,0.01%
Western Province,GAMPAHA,FINAL DISTRICT RESULT - GAMPAHA DISTRICT,Sirithunga Jayasuriya,566,0.04%
Western Province,GAMPAHA,FINAL DISTRICT RESULT - GAMPAHA DISTRICT,M. B. Theminimulla,216,0.02%
Western Province,GAMPAHA,FINAL DISTRICT RESULT - GAMPAHA DISTRICT,Pani Wijesiriwardane,281,0.02%
Western Province,GAMPAHA,FINAL DISTRICT RESULT - GAMPAHA DISTRICT,Duminda Nagamuwa,780,0.06%
Western Province,GAMPAHA,FINAL DISTRICT RESULT - GAMPAHA DISTRICT,Panagoda Don Prince Soloman Anura Liyanage,872,0.06%
Western Province,GAMPAHA,FINAL DISTRICT RESULT - GAMPAHA DISTRICT,Maithripala Sirisena,"669,007",49.83%
Western Province,GAMPAHA,FINAL DISTRICT RESULT - GAMPAHA DISTRICT,Ruwanthilaka Peduru Arachchi,668,0.05%
Western Province,GAMPAHA,FINAL DISTRICT RESULT - GAMPAHA DISTRICT,Anuruddha Polgampala,257,0.02%
Western Province,GAMPAHA,FINAL DISTRICT RESULT - GAMPAHA DISTRICT,Baththaramulle Seelarathana Thero,409,0.03%
Western Province,GAMPAHA,FINAL DISTRICT RESULT - GAMPAHA DISTRICT,Sarath Manamendra,399,0.03%
Western Province,GAMPAHA,FINAL DISTRICT RESULT - GAMPAHA DISTRICT,Arachchige Rathnayaka Sirisena,"1,249",0.09%
Western Province,GAMPAHA,FINAL DISTRICT RESULT - GAMPAHA DISTRICT,Mahinda Rajapaksa,"664,347",49.49%
Western Province,GAMPAHA,FINAL DISTRICT RESULT - GAMPAHA DISTRICT,Namal Rajapaksa,"1,033",0.08%
Western Province,GAMPAHA,FINAL DISTRICT RESULT - GAMPAHA DISTRICT,Sundaram Mahendran,169,0.01%
Western Province,GAMPAHA,FINAL DISTRICT RESULT - GAMPAHA DISTRICT,Jayantha Kulathunga,122,0.01%
Western Province,GAMPAHA,FINAL DISTRICT RESULT - GAMPAHA DISTRICT,Valid Votes,"1,342,496",98.92%
Western Province,GAMPAHA,FINAL DISTRICT RESULT - GAMPAHA DISTRICT,Rejected Votes,"14,647",1.08%
Western Province,GAMPAHA,FINAL DISTRICT RESULT - GAMPAHA DISTRICT,Total Polled,"1,357,143",82.88%
Western Province,GAMPAHA,FINAL DISTRICT RESULT - GAMPAHA DISTRICT,Regis.Electors,"1,637,537",
Western Province,KALUTARA,PANADURA,Aithurus Mohamed Illias,59,0.06%
Western Province,KALUTARA,PANADURA,Ibrahim Miflar,79,0.08%
Western Province,KALUTARA,PANADURA,Prasanna Priyankara,12,0.01%
Western Province,KALUTARA,PANADURA,Wimal Geeganage,5,0.01%
Western Province,KALUTARA,PANADURA,Sirithunga Jayasuriya,31,0.03%
Western Province,KALUTARA,PANADURA,M. B. Theminimulla,20,0.02%
Western Province,KALUTARA,PANADURA,Pani Wijesiriwardane,20,0.02%
Western Province,KALUTARA,PANADURA,Duminda Nagamuwa,71,0.08%
Western Province,KALUTARA,PANADURA,Panagoda Don Prince Soloman Anura Liyanage,54,0.06%
Western Province,KALUTARA,PANADURA,Maithripala Sirisena,"46,820",50.15%
Western Province,KALUTARA,PANADURA,Ruwanthilaka Peduru Arachchi,37,0.04%
Western Province,KALUTARA,PANADURA,Anuruddha Polgampala,10,0.01%
Western Province,KALUTARA,PANADURA,Baththaramulle Seelarathana Thero,34,0.04%
Western Province,KALUTARA,PANADURA,Sarath Manamendra,33,0.04%
Western Province,KALUTARA,PANADURA,Arachchige Rathnayaka Sirisena,84,0.09%
Western Province,KALUTARA,PANADURA,Mahinda Rajapaksa,"45,908",49.18%
Western Province,KALUTARA,PANADURA,Namal Rajapaksa,57,0.06%
Western Province,KALUTARA,PANADURA,Sundaram Mahendran,14,0.01%
Western Province,KALUTARA,PANADURA,Jayantha Kulathunga,7,0.01%
Western Province,KALUTARA,PANADURA,Valid Votes,"93,355",98.78%
Western Province,KALUTARA,PANADURA,Rejected Votes,"1,152",1.22%
Western Province,KALUTARA,PANADURA,Total Polled,"94,507",82.30%
Western Province,KALUTARA,PANADURA,Regis.Electors,"114,828",
Western Province,KALUTARA,BANDARAGAMA,Aithurus Mohamed Illias,94,0.08%
Western Province,KALUTARA,BANDARAGAMA,Ibrahim Miflar,73,0.07%
Western Province,KALUTARA,BANDARAGAMA,Prasanna Priyankara,15,0.01%
Western Province,KALUTARA,BANDARAGAMA,Wimal Geeganage,12,0.01%
Western Province,KALUTARA,BANDARAGAMA,Sirithunga Jayasuriya,73,0.07%
Western Province,KALUTARA,BANDARAGAMA,M. B. Theminimulla,24,0.02%
Western Province,KALUTARA,BANDARAGAMA,Pani Wijesiriwardane,31,0.03%
Western Province,KALUTARA,BANDARAGAMA,Duminda Nagamuwa,89,0.08%
Western Province,KALUTARA,BANDARAGAMA,Panagoda Don Prince Soloman Anura Liyanage,68,0.06%
Western Province,KALUTARA,BANDARAGAMA,Maithripala Sirisena,"48,469",43.81%
Western Province,KALUTARA,BANDARAGAMA,Ruwanthilaka Peduru Arachchi,75,0.07%
Western Province,KALUTARA,BANDARAGAMA,Anuruddha Polgampala,22,0.02%
Western Province,KALUTARA,BANDARAGAMA,Baththaramulle Seelarathana Thero,36,0.03%
Western Province,KALUTARA,BANDARAGAMA,Sarath Manamendra,45,0.04%
Western Province,KALUTARA,BANDARAGAMA,Arachchige Rathnayaka Sirisena,154,0.14%
Western Province,KALUTARA,BANDARAGAMA,Mahinda Rajapaksa,"61,199",55.32%
Western Province,KALUTARA,BANDARAGAMA,Namal Rajapaksa,118,0.11%
Western Province,KALUTARA,BANDARAGAMA,Sundaram Mahendran,21,0.02%
Western Province,KALUTARA,BANDARAGAMA,Jayantha Kulathunga,10,0.01%
Western Province,KALUTARA,BANDARAGAMA,Valid Votes,"110,628",99.11%
Western Province,KALUTARA,BANDARAGAMA,Rejected Votes,999,0.89%
Western Province,KALUTARA,BANDARAGAMA,Total Polled,"111,627",83.37%
Western Province,KALUTARA,BANDARAGAMA,Regis.Electors,"133,887",
Western Province,KALUTARA,HORANA,Aithurus Mohamed Illias,77,0.08%
Western Province,KALUTARA,HORANA,Ibrahim Miflar,71,0.07%
Western Province,KALUTARA,HORANA,Prasanna Priyankara,11,0.01%
Western Province,KALUTARA,HORANA,Wimal Geeganage,17,0.02%
Western Province,KALUTARA,HORANA,Sirithunga Jayasuriya,64,0.06%
Western Province,KALUTARA,HORANA,M. B. Theminimulla,19,0.02%
Western Province,KALUTARA,HORANA,Pani Wijesiriwardane,22,0.02%
Western Province,KALUTARA,HORANA,Duminda Nagamuwa,76,0.08%
Western Province,KALUTARA,HORANA,Panagoda Don Prince Soloman Anura Liyanage,62,0.06%
Western Province,KALUTARA,HORANA,Maithripala Sirisena,"42,065",41.85%
Western Province,KALUTARA,HORANA,Ruwanthilaka Peduru Arachchi,52,0.05%
Western Province,KALUTARA,HORANA,Anuruddha Polgampala,22,0.02%
Western Province,KALUTARA,HORANA,Baththaramulle Seelarathana Thero,25,0.02%
Western Province,KALUTARA,HORANA,Sarath Manamendra,48,0.05%
Western Province,KALUTARA,HORANA,Arachchige Rathnayaka Sirisena,120,0.12%
Western Province,KALUTARA,HORANA,Mahinda Rajapaksa,"57,633",57.34%
Western Province,KALUTARA,HORANA,Namal Rajapaksa,107,0.11%
Western Province,KALUTARA,HORANA,Sundaram Mahendran,13,0.01%
