Province,District,Polling Division,Name,Votes,Percent
Eastern Province ,DIGAMADULLA,POSTAL VOTES - DIGAMADULLA DISTRICT,Sirithunga Jayasuriya,7,0.03%
Eastern Province ,DIGAMADULLA,POSTAL VOTES - DIGAMADULLA DISTRICT,M. B. Theminimulla,2,0.01%
Eastern Province ,DIGAMADULLA,POSTAL VOTES - DIGAMADULLA DISTRICT,Pani Wijesiriwardane,1,0.00%
Eastern Province ,DIGAMADULLA,POSTAL VOTES - DIGAMADULLA DISTRICT,Duminda Nagamuwa,6,0.03%
Eastern Province ,DIGAMADULLA,POSTAL VOTES - DIGAMADULLA DISTRICT,Panagoda Don Prince Soloman Anura Liyanage,9,0.04%
Eastern Province ,DIGAMADULLA,POSTAL VOTES - DIGAMADULLA DISTRICT,Maithripala Sirisena,"11,917",54.89%
Eastern Province ,DIGAMADULLA,POSTAL VOTES - DIGAMADULLA DISTRICT,Ruwanthilaka Peduru Arachchi,7,0.03%
Eastern Province ,DIGAMADULLA,POSTAL VOTES - DIGAMADULLA DISTRICT,Anuruddha Polgampala,2,0.01%
Eastern Province ,DIGAMADULLA,POSTAL VOTES - DIGAMADULLA DISTRICT,Baththaramulle Seelarathana Thero,2,0.01%
Eastern Province ,DIGAMADULLA,POSTAL VOTES - DIGAMADULLA DISTRICT,Sarath Manamendra,2,0.01%
Eastern Province ,DIGAMADULLA,POSTAL VOTES - DIGAMADULLA DISTRICT,Arachchige Rathnayaka Sirisena,14,0.06%
Eastern Province ,DIGAMADULLA,POSTAL VOTES - DIGAMADULLA DISTRICT,Mahinda Rajapaksa,"9,713",44.74%
Eastern Province ,DIGAMADULLA,POSTAL VOTES - DIGAMADULLA DISTRICT,Namal Rajapaksa,3,0.01%
Eastern Province ,DIGAMADULLA,POSTAL VOTES - DIGAMADULLA DISTRICT,Sundaram Mahendran,4,0.02%
Eastern Province ,DIGAMADULLA,POSTAL VOTES - DIGAMADULLA DISTRICT,Jayantha Kulathunga,2,0.01%
Eastern Province ,DIGAMADULLA,POSTAL VOTES - DIGAMADULLA DISTRICT,Valid Votes,"21,711",99.28%
Eastern Province ,DIGAMADULLA,POSTAL VOTES - DIGAMADULLA DISTRICT,Rejected Votes,158,0.72%
Eastern Province ,DIGAMADULLA,POSTAL VOTES - DIGAMADULLA DISTRICT,Total Polled,"21,869",98.02%
Eastern Province ,DIGAMADULLA,POSTAL VOTES - DIGAMADULLA DISTRICT,Regis.Electors,"22,310",
Eastern Province ,DIGAMADULLA,FINAL DISTRICT RESULT - DIGAMADULLA DISTRICT,Aithurus Mohamed Illias,187,0.05%
Eastern Province ,DIGAMADULLA,FINAL DISTRICT RESULT - DIGAMADULLA DISTRICT,Ibrahim Miflar,356,0.10%
Eastern Province ,DIGAMADULLA,FINAL DISTRICT RESULT - DIGAMADULLA DISTRICT,Prasanna Priyankara,55,0.02%
Eastern Province ,DIGAMADULLA,FINAL DISTRICT RESULT - DIGAMADULLA DISTRICT,Wimal Geeganage,36,0.01%
Eastern Province ,DIGAMADULLA,FINAL DISTRICT RESULT - DIGAMADULLA DISTRICT,Sirithunga Jayasuriya,197,0.06%
Eastern Province ,DIGAMADULLA,FINAL DISTRICT RESULT - DIGAMADULLA DISTRICT,M. B. Theminimulla,88,0.02%
Eastern Province ,DIGAMADULLA,FINAL DISTRICT RESULT - DIGAMADULLA DISTRICT,Pani Wijesiriwardane,69,0.02%
Eastern Province ,DIGAMADULLA,FINAL DISTRICT RESULT - DIGAMADULLA DISTRICT,Duminda Nagamuwa,234,0.07%
Eastern Province ,DIGAMADULLA,FINAL DISTRICT RESULT - DIGAMADULLA DISTRICT,Panagoda Don Prince Soloman Anura Liyanage,543,0.15%
Eastern Province ,DIGAMADULLA,FINAL DISTRICT RESULT - DIGAMADULLA DISTRICT,Maithripala Sirisena,"233,360",65.22%
Eastern Province ,DIGAMADULLA,FINAL DISTRICT RESULT - DIGAMADULLA DISTRICT,Ruwanthilaka Peduru Arachchi,438,0.12%
Eastern Province ,DIGAMADULLA,FINAL DISTRICT RESULT - DIGAMADULLA DISTRICT,Anuruddha Polgampala,117,0.03%
Eastern Province ,DIGAMADULLA,FINAL DISTRICT RESULT - DIGAMADULLA DISTRICT,Baththaramulle Seelarathana Thero,57,0.02%
Eastern Province ,DIGAMADULLA,FINAL DISTRICT RESULT - DIGAMADULLA DISTRICT,Sarath Manamendra,169,0.05%
Eastern Province ,DIGAMADULLA,FINAL DISTRICT RESULT - DIGAMADULLA DISTRICT,Arachchige Rathnayaka Sirisena,446,0.12%
Eastern Province ,DIGAMADULLA,FINAL DISTRICT RESULT - DIGAMADULLA DISTRICT,Mahinda Rajapaksa,"121,027",33.82%
Eastern Province ,DIGAMADULLA,FINAL DISTRICT RESULT - DIGAMADULLA DISTRICT,Namal Rajapaksa,307,0.09%
Eastern Province ,DIGAMADULLA,FINAL DISTRICT RESULT - DIGAMADULLA DISTRICT,Sundaram Mahendran,92,0.03%
Eastern Province ,DIGAMADULLA,FINAL DISTRICT RESULT - DIGAMADULLA DISTRICT,Jayantha Kulathunga,39,0.01%
Eastern Province ,DIGAMADULLA,FINAL DISTRICT RESULT - DIGAMADULLA DISTRICT,Valid Votes,"357,817",99.27%
Eastern Province ,DIGAMADULLA,FINAL DISTRICT RESULT - DIGAMADULLA DISTRICT,Rejected Votes,"2,625",0.73%
Eastern Province ,DIGAMADULLA,FINAL DISTRICT RESULT - DIGAMADULLA DISTRICT,Total Polled,"360,442",77.39%
Eastern Province ,DIGAMADULLA,FINAL DISTRICT RESULT - DIGAMADULLA DISTRICT,Regis.Electors,"465,757",
Eastern Province ,TRINCOMALEE,SERUWILA,Aithurus Mohamed Illias,35,0.07%
Eastern Province ,TRINCOMALEE,SERUWILA,Ibrahim Miflar,60,0.11%
Eastern Province ,TRINCOMALEE,SERUWILA,Prasanna Priyankara,9,0.02%
Eastern Province ,TRINCOMALEE,SERUWILA,Wimal Geeganage,14,0.03%
Eastern Province ,TRINCOMALEE,SERUWILA,Sirithunga Jayasuriya,44,0.08%
Eastern Province ,TRINCOMALEE,SERUWILA,M. B. Theminimulla,18,0.03%
Eastern Province ,TRINCOMALEE,SERUWILA,Pani Wijesiriwardane,18,0.03%
Eastern Province ,TRINCOMALEE,SERUWILA,Duminda Nagamuwa,118,0.23%
Eastern Province ,TRINCOMALEE,SERUWILA,Panagoda Don Prince Soloman Anura Liyanage,70,0.13%
Eastern Province ,TRINCOMALEE,SERUWILA,Maithripala Sirisena,"24,833",47.52%
Eastern Province ,TRINCOMALEE,SERUWILA,Ruwanthilaka Peduru Arachchi,63,0.12%
Eastern Province ,TRINCOMALEE,SERUWILA,Anuruddha Polgampala,13,0.02%
Eastern Province ,TRINCOMALEE,SERUWILA,Baththaramulle Seelarathana Thero,5,0.01%
Eastern Province ,TRINCOMALEE,SERUWILA,Sarath Manamendra,44,0.08%
Eastern Province ,TRINCOMALEE,SERUWILA,Arachchige Rathnayaka Sirisena,102,0.20%
Eastern Province ,TRINCOMALEE,SERUWILA,Mahinda Rajapaksa,"26,716",51.12%
Eastern Province ,TRINCOMALEE,SERUWILA,Namal Rajapaksa,75,0.14%
Eastern Province ,TRINCOMALEE,SERUWILA,Sundaram Mahendran,14,0.03%
Eastern Province ,TRINCOMALEE,SERUWILA,Jayantha Kulathunga,10,0.02%
Eastern Province ,TRINCOMALEE,SERUWILA,Valid Votes,"52,261",99.16%
Eastern Province ,TRINCOMALEE,SERUWILA,Rejected Votes,442,0.84%
Eastern Province ,TRINCOMALEE,SERUWILA,Total Polled,"52,703",71.15%
Eastern Province ,TRINCOMALEE,SERUWILA,Regis.Electors,"74,070",
Eastern Province ,TRINCOMALEE,TRINCOMALEE,Aithurus Mohamed Illias,77,0.12%
Eastern Province ,TRINCOMALEE,TRINCOMALEE,Ibrahim Miflar,113,0.18%
Eastern Province ,TRINCOMALEE,TRINCOMALEE,Prasanna Priyankara,21,0.03%
Eastern Province ,TRINCOMALEE,TRINCOMALEE,Wimal Geeganage,14,0.02%
Eastern Province ,TRINCOMALEE,TRINCOMALEE,Sirithunga Jayasuriya,97,0.15%
Eastern Province ,TRINCOMALEE,TRINCOMALEE,M. B. Theminimulla,42,0.07%
Eastern Province ,TRINCOMALEE,TRINCOMALEE,Pani Wijesiriwardane,34,0.05%
Eastern Province ,TRINCOMALEE,TRINCOMALEE,Duminda Nagamuwa,60,0.10%
Eastern Province ,TRINCOMALEE,TRINCOMALEE,Panagoda Don Prince Soloman Anura Liyanage,140,0.22%
Eastern Province ,TRINCOMALEE,TRINCOMALEE,Maithripala Sirisena,"49,650",79.11%
Eastern Province ,TRINCOMALEE,TRINCOMALEE,Ruwanthilaka Peduru Arachchi,114,0.18%
Eastern Province ,TRINCOMALEE,TRINCOMALEE,Anuruddha Polgampala,53,0.08%
Eastern Province ,TRINCOMALEE,TRINCOMALEE,Baththaramulle Seelarathana Thero,26,0.04%
Eastern Province ,TRINCOMALEE,TRINCOMALEE,Sarath Manamendra,55,0.09%
Eastern Province ,TRINCOMALEE,TRINCOMALEE,Arachchige Rathnayaka Sirisena,74,0.12%
Eastern Province ,TRINCOMALEE,TRINCOMALEE,Mahinda Rajapaksa,"12,056",19.21%
Eastern Province ,TRINCOMALEE,TRINCOMALEE,Namal Rajapaksa,77,0.12%
Eastern Province ,TRINCOMALEE,TRINCOMALEE,Sundaram Mahendran,38,0.06%
Eastern Province ,TRINCOMALEE,TRINCOMALEE,Jayantha Kulathunga,18,0.03%
Eastern Province ,TRINCOMALEE,TRINCOMALEE,Valid Votes,"62,759",98.72%
Eastern Province ,TRINCOMALEE,TRINCOMALEE,Rejected Votes,816,1.28%
Eastern Province ,TRINCOMALEE,TRINCOMALEE,Total Polled,"63,575",73.09%
Eastern Province ,TRINCOMALEE,TRINCOMALEE,Regis.Electors,"86,978",
Eastern Province ,TRINCOMALEE,MUTUR,Aithurus Mohamed Illias,46,0.07%
Eastern Province ,TRINCOMALEE,MUTUR,Ibrahim Miflar,142,0.22%
Eastern Province ,TRINCOMALEE,MUTUR,Prasanna Priyankara,14,0.02%
Eastern Province ,TRINCOMALEE,MUTUR,Wimal Geeganage,7,0.01%
Eastern Province ,TRINCOMALEE,MUTUR,Sirithunga Jayasuriya,70,0.11%
Eastern Province ,TRINCOMALEE,MUTUR,M. B. Theminimulla,26,0.04%
Eastern Province ,TRINCOMALEE,MUTUR,Pani Wijesiriwardane,36,0.05%
Eastern Province ,TRINCOMALEE,MUTUR,Duminda Nagamuwa,71,0.11%
Eastern Province ,TRINCOMALEE,MUTUR,Panagoda Don Prince Soloman Anura Liyanage,174,0.26%
Eastern Province ,TRINCOMALEE,MUTUR,Maithripala Sirisena,"57,532",87.54%
Eastern Province ,TRINCOMALEE,MUTUR,Ruwanthilaka Peduru Arachchi,160,0.24%
Eastern Province ,TRINCOMALEE,MUTUR,Anuruddha Polgampala,31,0.05%
Eastern Province ,TRINCOMALEE,MUTUR,Baththaramulle Seelarathana Thero,20,0.03%
Eastern Province ,TRINCOMALEE,MUTUR,Sarath Manamendra,62,0.09%
Eastern Province ,TRINCOMALEE,MUTUR,Arachchige Rathnayaka Sirisena,76,0.12%
Eastern Province ,TRINCOMALEE,MUTUR,Mahinda Rajapaksa,"7,132",10.85%
Eastern Province ,TRINCOMALEE,MUTUR,Namal Rajapaksa,79,0.12%
Eastern Province ,TRINCOMALEE,MUTUR,Sundaram Mahendran,31,0.05%
Eastern Province ,TRINCOMALEE,MUTUR,Jayantha Kulathunga,10,0.02%
Eastern Province ,TRINCOMALEE,MUTUR,Valid Votes,"65,719",99.30%
Eastern Province ,TRINCOMALEE,MUTUR,Rejected Votes,461,0.70%
Eastern Province ,TRINCOMALEE,MUTUR,Total Polled,"66,180",69.08%
Eastern Province ,TRINCOMALEE,MUTUR,Regis.Electors,"95,804",
Eastern Province ,TRINCOMALEE,POSTAL VOTES - TRINCOMALEE DISTRICT,Aithurus Mohamed Illias,11,0.08%
Eastern Province ,TRINCOMALEE,POSTAL VOTES - TRINCOMALEE DISTRICT,Ibrahim Miflar,12,0.08%
Eastern Province ,TRINCOMALEE,POSTAL VOTES - TRINCOMALEE DISTRICT,Prasanna Priyankara,,0.00%
Eastern Province ,TRINCOMALEE,POSTAL VOTES - TRINCOMALEE DISTRICT,Wimal Geeganage,1,0.01%
Eastern Province ,TRINCOMALEE,POSTAL VOTES - TRINCOMALEE DISTRICT,Sirithunga Jayasuriya,3,0.02%
Eastern Province ,TRINCOMALEE,POSTAL VOTES - TRINCOMALEE DISTRICT,M. B. Theminimulla,3,0.02%
Eastern Province ,TRINCOMALEE,POSTAL VOTES - TRINCOMALEE DISTRICT,Pani Wijesiriwardane,,0.00%
Eastern Province ,TRINCOMALEE,POSTAL VOTES - TRINCOMALEE DISTRICT,Duminda Nagamuwa,21,0.14%
Eastern Province ,TRINCOMALEE,POSTAL VOTES - TRINCOMALEE DISTRICT,Panagoda Don Prince Soloman Anura Liyanage,3,0.02%
Eastern Province ,TRINCOMALEE,POSTAL VOTES - TRINCOMALEE DISTRICT,Maithripala Sirisena,"8,323",56.94%
Eastern Province ,TRINCOMALEE,POSTAL VOTES - TRINCOMALEE DISTRICT,Ruwanthilaka Peduru Arachchi,4,0.03%
Eastern Province ,TRINCOMALEE,POSTAL VOTES - TRINCOMALEE DISTRICT,Anuruddha Polgampala,2,0.01%
Eastern Province ,TRINCOMALEE,POSTAL VOTES - TRINCOMALEE DISTRICT,Baththaramulle Seelarathana Thero,1,0.01%
Eastern Province ,TRINCOMALEE,POSTAL VOTES - TRINCOMALEE DISTRICT,Sarath Manamendra,3,0.02%
Eastern Province ,TRINCOMALEE,POSTAL VOTES - TRINCOMALEE DISTRICT,Arachchige Rathnayaka Sirisena,11,0.08%
Eastern Province ,TRINCOMALEE,POSTAL VOTES - TRINCOMALEE DISTRICT,Mahinda Rajapaksa,"6,207",42.46%
Eastern Province ,TRINCOMALEE,POSTAL VOTES - TRINCOMALEE DISTRICT,Namal Rajapaksa,6,0.04%
Eastern Province ,TRINCOMALEE,POSTAL VOTES - TRINCOMALEE DISTRICT,Sundaram Mahendran,6,0.04%
Eastern Province ,TRINCOMALEE,POSTAL VOTES - TRINCOMALEE DISTRICT,Jayantha Kulathunga,,0.00%
Eastern Province ,TRINCOMALEE,POSTAL VOTES - TRINCOMALEE DISTRICT,Valid Votes,"14,617",99.42%
Eastern Province ,TRINCOMALEE,POSTAL VOTES - TRINCOMALEE DISTRICT,Rejected Votes,86,0.58%
Eastern Province ,TRINCOMALEE,POSTAL VOTES - TRINCOMALEE DISTRICT,Total Polled,"14,703",97.36%
Eastern Province ,TRINCOMALEE,POSTAL VOTES - TRINCOMALEE DISTRICT,Regis.Electors,"15,101",
Eastern Province ,TRINCOMALEE,FINAL DISTRICT RESULT - TRINCOMALEE DISTRICT,Aithurus Mohamed Illias,169,0.09%
Eastern Province ,TRINCOMALEE,FINAL DISTRICT RESULT - TRINCOMALEE DISTRICT,Ibrahim Miflar,327,0.17%
Eastern Province ,TRINCOMALEE,FINAL DISTRICT RESULT - TRINCOMALEE DISTRICT,Prasanna Priyankara,44,0.02%
Eastern Province ,TRINCOMALEE,FINAL DISTRICT RESULT - TRINCOMALEE DISTRICT,Wimal Geeganage,36,0.02%
Eastern Province ,TRINCOMALEE,FINAL DISTRICT RESULT - TRINCOMALEE DISTRICT,Sirithunga Jayasuriya,214,0.11%
Eastern Province ,TRINCOMALEE,FINAL DISTRICT RESULT - TRINCOMALEE DISTRICT,M. B. Theminimulla,89,0.05%
Eastern Province ,TRINCOMALEE,FINAL DISTRICT RESULT - TRINCOMALEE DISTRICT,Pani Wijesiriwardane,88,0.05%
Eastern Province ,TRINCOMALEE,FINAL DISTRICT RESULT - TRINCOMALEE DISTRICT,Duminda Nagamuwa,270,0.14%
Eastern Province ,TRINCOMALEE,FINAL DISTRICT RESULT - TRINCOMALEE DISTRICT,Panagoda Don Prince Soloman Anura Liyanage,387,0.20%
Eastern Province ,TRINCOMALEE,FINAL DISTRICT RESULT - TRINCOMALEE DISTRICT,Maithripala Sirisena,"140,338",71.84%
Eastern Province ,TRINCOMALEE,FINAL DISTRICT RESULT - TRINCOMALEE DISTRICT,Ruwanthilaka Peduru Arachchi,341,0.17%
Eastern Province ,TRINCOMALEE,FINAL DISTRICT RESULT - TRINCOMALEE DISTRICT,Anuruddha Polgampala,99,0.05%
Eastern Province ,TRINCOMALEE,FINAL DISTRICT RESULT - TRINCOMALEE DISTRICT,Baththaramulle Seelarathana Thero,52,0.03%
Eastern Province ,TRINCOMALEE,FINAL DISTRICT RESULT - TRINCOMALEE DISTRICT,Sarath Manamendra,164,0.08%
Eastern Province ,TRINCOMALEE,FINAL DISTRICT RESULT - TRINCOMALEE DISTRICT,Arachchige Rathnayaka Sirisena,263,0.13%
Eastern Province ,TRINCOMALEE,FINAL DISTRICT RESULT - TRINCOMALEE DISTRICT,Mahinda Rajapaksa,"52,111",26.67%
Eastern Province ,TRINCOMALEE,FINAL DISTRICT RESULT - TRINCOMALEE DISTRICT,Namal Rajapaksa,237,0.12%
Eastern Province ,TRINCOMALEE,FINAL DISTRICT RESULT - TRINCOMALEE DISTRICT,Sundaram Mahendran,89,0.05%
Eastern Province ,TRINCOMALEE,FINAL DISTRICT RESULT - TRINCOMALEE DISTRICT,Jayantha Kulathunga,38,0.02%
Eastern Province ,TRINCOMALEE,FINAL DISTRICT RESULT - TRINCOMALEE DISTRICT,Valid Votes,"195,356",99.08%
Eastern Province ,TRINCOMALEE,FINAL DISTRICT RESULT - TRINCOMALEE DISTRICT,Rejected Votes,"1,805",0.92%
Eastern Province ,TRINCOMALEE,FINAL DISTRICT RESULT - TRINCOMALEE DISTRICT,Total Polled,"197,161",76.76%
Eastern Province ,TRINCOMALEE,FINAL DISTRICT RESULT - TRINCOMALEE DISTRICT,Regis.Electors,"256,852",
Northern Province,JAFFNA,KAYTS,Aithurus Mohamed Illias,38,0.26%
Northern Province,JAFFNA,KAYTS,Ibrahim Miflar,67,0.46%
Northern Province,JAFFNA,KAYTS,Prasanna Priyankara,16,0.11%
Northern Province,JAFFNA,KAYTS,Wimal Geeganage,8,0.05%
Northern Province,JAFFNA,KAYTS,Sirithunga Jayasuriya,34,0.23%
Northern Province,JAFFNA,KAYTS,M. B. Theminimulla,11,0.07%
Northern Province,JAFFNA,KAYTS,Pani Wijesiriwardane,63,0.43%
Northern Province,JAFFNA,KAYTS,Duminda Nagamuwa,26,0.18%
Northern Province,JAFFNA,KAYTS,Panagoda Don Prince Soloman Anura Liyanage,70,0.48%
Northern Province,JAFFNA,KAYTS,Maithripala Sirisena,"8,144",55.48%
Northern Province,JAFFNA,KAYTS,Ruwanthilaka Peduru Arachchi,33,0.22%
Northern Province,JAFFNA,KAYTS,Anuruddha Polgampala,18,0.12%
Northern Province,JAFFNA,KAYTS,Baththaramulle Seelarathana Thero,19,0.13%
Northern Province,JAFFNA,KAYTS,Sarath Manamendra,30,0.20%
Northern Province,JAFFNA,KAYTS,Arachchige Rathnayaka Sirisena,51,0.35%
Northern Province,JAFFNA,KAYTS,Mahinda Rajapaksa,"5,959",40.60%
Northern Province,JAFFNA,KAYTS,Namal Rajapaksa,55,0.37%
Northern Province,JAFFNA,KAYTS,Sundaram Mahendran,22,0.15%
Northern Province,JAFFNA,KAYTS,Jayantha Kulathunga,14,0.10%
Northern Province,JAFFNA,KAYTS,Valid Votes,"14,678",96.74%
Northern Province,JAFFNA,KAYTS,Rejected Votes,495,3.26%
Northern Province,JAFFNA,KAYTS,Total Polled,"15,173",68.79%
Northern Province,JAFFNA,KAYTS,Regis.Electors,"22,057",
Northern Province,JAFFNA,VADDUKKODDAI,Aithurus Mohamed Illias,107,0.36%
Northern Province,JAFFNA,VADDUKKODDAI,Ibrahim Miflar,163,0.54%
Northern Province,JAFFNA,VADDUKKODDAI,Prasanna Priyankara,30,0.10%
Northern Province,JAFFNA,VADDUKKODDAI,Wimal Geeganage,22,0.07%
Northern Province,JAFFNA,VADDUKKODDAI,Sirithunga Jayasuriya,122,0.41%
Northern Province,JAFFNA,VADDUKKODDAI,M. B. Theminimulla,66,0.22%
Northern Province,JAFFNA,VADDUKKODDAI,Pani Wijesiriwardane,90,0.30%
Northern Province,JAFFNA,VADDUKKODDAI,Duminda Nagamuwa,78,0.26%
Northern Province,JAFFNA,VADDUKKODDAI,Panagoda Don Prince Soloman Anura Liyanage,133,0.44%
Northern Province,JAFFNA,VADDUKKODDAI,Maithripala Sirisena,"20,873",69.58%
Northern Province,JAFFNA,VADDUKKODDAI,Ruwanthilaka Peduru Arachchi,102,0.34%
Northern Province,JAFFNA,VADDUKKODDAI,Anuruddha Polgampala,55,0.18%
Northern Province,JAFFNA,VADDUKKODDAI,Baththaramulle Seelarathana Thero,39,0.13%
Northern Province,JAFFNA,VADDUKKODDAI,Sarath Manamendra,67,0.22%
Northern Province,JAFFNA,VADDUKKODDAI,Arachchige Rathnayaka Sirisena,78,0.26%
Northern Province,JAFFNA,VADDUKKODDAI,Mahinda Rajapaksa,"7,791",25.97%
Northern Province,JAFFNA,VADDUKKODDAI,Namal Rajapaksa,108,0.36%
Northern Province,JAFFNA,VADDUKKODDAI,Sundaram Mahendran,50,0.17%
Northern Province,JAFFNA,VADDUKKODDAI,Jayantha Kulathunga,23,0.08%
Northern Province,JAFFNA,VADDUKKODDAI,Valid Votes,"29,997",96.64%
Northern Province,JAFFNA,VADDUKKODDAI,Rejected Votes,"1,043",3.36%
Northern Province,JAFFNA,VADDUKKODDAI,Total Polled,"31,040",65.18%
Northern Province,JAFFNA,VADDUKKODDAI,Regis.Electors,"47,621",
Northern Province,JAFFNA,KANKESANTURAI,Aithurus Mohamed Illias,94,0.37%
Northern Province,JAFFNA,KANKESANTURAI,Ibrahim Miflar,169,0.66%
Northern Province,JAFFNA,KANKESANTURAI,Prasanna Priyankara,40,0.16%
Northern Province,JAFFNA,KANKESANTURAI,Wimal Geeganage,15,0.06%
Northern Province,JAFFNA,KANKESANTURAI,Sirithunga Jayasuriya,105,0.41%
Northern Province,JAFFNA,KANKESANTURAI,M. B. Theminimulla,58,0.23%
Northern Province,JAFFNA,KANKESANTURAI,Pani Wijesiriwardane,40,0.16%
Northern Province,JAFFNA,KANKESANTURAI,Duminda Nagamuwa,51,0.20%
Northern Province,JAFFNA,KANKESANTURAI,Panagoda Don Prince Soloman Anura Liyanage,125,0.49%
Northern Province,JAFFNA,KANKESANTURAI,Maithripala Sirisena,"18,729",73.11%
Northern Province,JAFFNA,KANKESANTURAI,Ruwanthilaka Peduru Arachchi,77,0.30%
Northern Province,JAFFNA,KANKESANTURAI,Anuruddha Polgampala,59,0.23%
Northern Province,JAFFNA,KANKESANTURAI,Baththaramulle Seelarathana Thero,42,0.16%
Northern Province,JAFFNA,KANKESANTURAI,Sarath Manamendra,61,0.24%
Northern Province,JAFFNA,KANKESANTURAI,Arachchige Rathnayaka Sirisena,87,0.34%
Northern Province,JAFFNA,KANKESANTURAI,Mahinda Rajapaksa,"5,705",22.27%
Northern Province,JAFFNA,KANKESANTURAI,Namal Rajapaksa,102,0.40%
Northern Province,JAFFNA,KANKESANTURAI,Sundaram Mahendran,38,0.15%
Northern Province,JAFFNA,KANKESANTURAI,Jayantha Kulathunga,19,0.07%
Northern Province,JAFFNA,KANKESANTURAI,Valid Votes,"25,616",96.89%
Northern Province,JAFFNA,KANKESANTURAI,Rejected Votes,822,3.11%
Northern Province,JAFFNA,KANKESANTURAI,Total Polled,"26,438",41.82%
Northern Province,JAFFNA,KANKESANTURAI,Regis.Electors,"63,217",
Northern Province,JAFFNA,MANIPAY,Aithurus Mohamed Illias,137,0.38%
Northern Province,JAFFNA,MANIPAY,Ibrahim Miflar,155,0.44%
Northern Province,JAFFNA,MANIPAY,Prasanna Priyankara,44,0.12%
Northern Province,JAFFNA,MANIPAY,Wimal Geeganage,16,0.04%
Northern Province,JAFFNA,MANIPAY,Sirithunga Jayasuriya,128,0.36%
Northern Province,JAFFNA,MANIPAY,M. B. Theminimulla,69,0.19%
Northern Province,JAFFNA,MANIPAY,Pani Wijesiriwardane,60,0.17%
Northern Province,JAFFNA,MANIPAY,Duminda Nagamuwa,69,0.19%
Northern Province,JAFFNA,MANIPAY,Panagoda Don Prince Soloman Anura Liyanage,178,0.50%
Northern Province,JAFFNA,MANIPAY,Maithripala Sirisena,"26,958",75.67%
Northern Province,JAFFNA,MANIPAY,Ruwanthilaka Peduru Arachchi,103,0.29%
Northern Province,JAFFNA,MANIPAY,Anuruddha Polgampala,63,0.18%
Northern Province,JAFFNA,MANIPAY,Baththaramulle Seelarathana Thero,43,0.12%
Northern Province,JAFFNA,MANIPAY,Sarath Manamendra,71,0.20%
Northern Province,JAFFNA,MANIPAY,Arachchige Rathnayaka Sirisena,96,0.27%
Northern Province,JAFFNA,MANIPAY,Mahinda Rajapaksa,"7,225",20.28%
Northern Province,JAFFNA,MANIPAY,Namal Rajapaksa,123,0.35%
Northern Province,JAFFNA,MANIPAY,Sundaram Mahendran,69,0.19%
Northern Province,JAFFNA,MANIPAY,Jayantha Kulathunga,20,0.06%
Northern Province,JAFFNA,MANIPAY,Valid Votes,"35,627",97.38%
Northern Province,JAFFNA,MANIPAY,Rejected Votes,960,2.62%
Northern Province,JAFFNA,MANIPAY,Total Polled,"36,587",67.05%
Northern Province,JAFFNA,MANIPAY,Regis.Electors,"54,567",
Northern Province,JAFFNA,KOPAY,Aithurus Mohamed Illias,114,0.33%
Northern Province,JAFFNA,KOPAY,Ibrahim Miflar,213,0.61%
Northern Province,JAFFNA,KOPAY,Prasanna Priyankara,51,0.15%
Northern Province,JAFFNA,KOPAY,Wimal Geeganage,33,0.09%
Northern Province,JAFFNA,KOPAY,Sirithunga Jayasuriya,118,0.34%
Northern Province,JAFFNA,KOPAY,M. B. Theminimulla,93,0.27%
Northern Province,JAFFNA,KOPAY,Pani Wijesiriwardane,77,0.22%
Northern Province,JAFFNA,KOPAY,Duminda Nagamuwa,89,0.25%
Northern Province,JAFFNA,KOPAY,Panagoda Don Prince Soloman Anura Liyanage,193,0.55%
Northern Province,JAFFNA,KOPAY,Maithripala Sirisena,"27,161",77.44%
Northern Province,JAFFNA,KOPAY,Ruwanthilaka Peduru Arachchi,156,0.44%
Northern Province,JAFFNA,KOPAY,Anuruddha Polgampala,56,0.16%
Northern Province,JAFFNA,KOPAY,Baththaramulle Seelarathana Thero,41,0.12%
Northern Province,JAFFNA,KOPAY,Sarath Manamendra,88,0.25%
Northern Province,JAFFNA,KOPAY,Arachchige Rathnayaka Sirisena,105,0.30%
Northern Province,JAFFNA,KOPAY,Mahinda Rajapaksa,"6,211",17.71%
Northern Province,JAFFNA,KOPAY,Namal Rajapaksa,180,0.51%
Northern Province,JAFFNA,KOPAY,Sundaram Mahendran,73,0.21%
Northern Province,JAFFNA,KOPAY,Jayantha Kulathunga,22,0.06%
Northern Province,JAFFNA,KOPAY,Valid Votes,"35,074",96.86%
Northern Province,JAFFNA,KOPAY,Rejected Votes,"1,138",3.14%
Northern Province,JAFFNA,KOPAY,Total Polled,"36,212",64.79%
Northern Province,JAFFNA,KOPAY,Regis.Electors,"55,891",
Northern Province,JAFFNA,UDUPIDDY,Aithurus Mohamed Illias,82,0.36%
Northern Province,JAFFNA,UDUPIDDY,Ibrahim Miflar,125,0.54%
Northern Province,JAFFNA,UDUPIDDY,Prasanna Priyankara,30,0.13%
Northern Province,JAFFNA,UDUPIDDY,Wimal Geeganage,14,0.06%
Northern Province,JAFFNA,UDUPIDDY,Sirithunga Jayasuriya,50,0.22%
Northern Province,JAFFNA,UDUPIDDY,M. B. Theminimulla,45,0.20%
Northern Province,JAFFNA,UDUPIDDY,Pani Wijesiriwardane,53,0.23%
